t3.nano,0.00439814814814815
t3.micro,0.0087962962962963
t3.small,0.0175925925925926
t3.medium,0.0351851851851852
t3.large,0.0703703703703704
t3.xlarge,0.140740740740741
t3.2xlarge,0.281365740740741
t2.nano,0.00486111111111111
t2.micro,0.00972222222222222
t2.small,0.0194444444444444
t2.medium,0.0388888888888889
t2.large,0.0777777777777778
t2.xlarge,0.155439814814815
t2.2xlarge,0.31099537037037
m5.large,0.081712962962963
m5.xlarge,0.163425925925926
m5.2xlarge,0.326967592592593
m5.4xlarge,0.653819444444444
m5.12xlarge,1.96157407407407
m5.24xlarge,3.92314814814815
m4.large,0.0825231481481482
m4.xlarge,0.164930555555556
m4.2xlarge,0.329861111111111
m4.4xlarge,0.659722222222222
m4.10xlarge,1.6494212962963
m4.16xlarge,2.63900462962963
c5.large,0.0728009259259259
c5.xlarge,0.145601851851852
c5.2xlarge,0.291087962962963
c5.4xlarge,0.582291666666667
c5.9xlarge,1.31006944444444
c5.18xlarge,2.62025462962963
c4.large,0.0854166666666667
c4.xlarge,0.170949074074074
c4.2xlarge,0.342824074074074
c4.4xlarge,0.684606481481482
c4.8xlarge,1.36921296296296
r5.large,0.090625
r5.xlarge,0.18125
r5.2xlarge,0.3625
r5.4xlarge,0.724884259259259
r5.12xlarge,2.17476851851852
r5.24xlarge,4.34965277777778